Time,Cycle,Iteration,PacketSize,B,C,R_last
16,47,3,3850,10,5163,235
20,47,4,3850,11,4611,3850
24,47,5,235,12,3386,3850
28,47,6,3850,11,4706,235
32,47,7,3850,12,5614,3850
36,47,8,3850,13,5583,3850
40,47,9,3850,13,4265,3850
44,47,10,3850,13,5604,3850
48,47,11,3850,14,5596,3850
52,47,12,3850,13,5306,3850
56,47,13,3850,14,4788,3850
60,47,14,235,15,3763,3850
64,47,15,2350,15,2609,235
68,47,16,235,14,1561,2350
72,47,17,235,14,366,235
76,47,18,4300,14,200,235
80,47,19,235,14,219,4300
84,47,20,4300,15,200,235
88,47,21,235,17,695,4300
92,47,22,750,18,861,235
96,47,23,1750,19,2272,750
100,47,24,235,19,961,1750
104,47,25,4300,19,200,235
108,47,26,4300,22,1001,4300
112,47,27,4300,22,1647,4300
116,47,28,4300,23,3019,4300
120,47,29,4300,23,2377,4300
124,47,30,4300,24,3249,4300
128,47,31,4300,25,4461,4300
132,47,32,4300,25,3879,4300
136,47,33,4300,25,3572,4300
140,47,34,4300,26,4706,4300
144,47,35,4300,25,5988,4300
148,47,36,4300,25,5547,4300
152,47,37,4300,25,5363,4300
156,47,38,4300,26,4106,4300
160,47,39,4300,26,4190,4300
164,47,40,4300,27,4416,4300
168,47,41,4300,27,3709,4300
172,47,42,4300,26,4996,4300
176,47,43,4300,26,6263,4300
180,47,44,4300,27,5029,4300
184,47,45,4300,27,4314,4300
188,47,46,4300,27,3073,4300
192,47,47,4300,27,4307,4300
196,47,48,4300,26,4323,4300
200,47,49,4300,26,4665,4300
204,47,50,4300,25,4240,4300
208,47,51,4300,24,4421,4300
212,47,52,4300,25,5458,4300
216,47,53,4300,26,4604,4300
220,47,54,4300,27,4243,4300
224,47,55,4300,27,3663,4300
228,47,56,4300,27,2681,4300
232,47,57,4300,27,1953,4300
236,47,58,4300,26,2105,4300
240,47,59,4300,25,2164,4300
244,47,60,4300,25,705,4300
248,47,61,4300,25,1029,4300
252,47,62,4300,26,1308,4300
256,47,63,4300,25,2256,4300
260,47,64,4300,25,1246,4300
264,47,65,4300,25,2545,4300
268,47,66,4300,25,3871,4300
272,47,67,4300,24,3644,4300
276,47,68,4300,24,3414,4300
280,47,69,4300,25,4545,4300
284,47,70,4300,24,5463,4300
288,47,71,4300,25,4016,4300
292,47,72,4300,24,5248,4300
296,47,73,4300,24,3866,4300
300,47,74,4300,24,4195,4300
304,47,75,4300,24,5607,4300
308,47,76,4300,24,4244,4300
312,47,77,4300,25,5196,4300
316,47,78,4300,25,3744,4300
320,47,79,4300,26,2461,4300
324,47,80,4300,25,2173,4300
328,47,81,4300,25,979,4300
332,47,82,4300,25,200,4300
336,47,83,4300,26,252,4300
340,47,84,4300,29,708,4300
344,47,85,4300,30,999,4300
348,47,86,4300,29,1230,4300
352,47,87,4300,29,2452,4300
356,47,88,4300,29,2198,4300
360,47,89,4300,29,1346,4300
4,48,0,4300,29,562,4300
8,48,1,4300,27,1451,4300
12,48,2,4300,27,2945,4300
16,48,3,4300,28,2818,4300
20,48,4,4300,27,2151,4300
24,48,5,4300,27,2599,4300
28,48,6,4300,27,2886,4300
32,48,7,4300,27,2025,4300
36,48,8,4300,27,2466,4300
40,48,9,4300,27,2097,4300
44,48,10,4300,27,2460,4300
48,48,11,4300,26,2159,4300
52,48,12,4300,26,1521,4300
56,48,13,4300,26,814,4300
60,48,14,4300,27,1600,4300
64,48,15,4300,27,485,4300
68,48,16,4300,27,200,4300
72,48,17,4300,27,401,4300
76,48,18,4300,30,1496,4300
80,48,19,4300,30,1690,4300
84,48,20,4300,29,2443,4300
88,48,21,4300,30,2035,4300
92,48,22,4300,30,723,4300
96,48,23,4300,29,696,4300
100,48,24,4300,29,275,4300
104,48,25,4300,28,200,4300
108,48,26,4300,27,808,4300
112,48,27,4300,26,2035,4300
116,48,28,4300,26,2765,4300
120,48,29,4300,26,2102,4300
124,48,30,4300,25,2424,4300
128,48,31,4300,26,3272,4300
132,48,32,4300,26,4466,4300
136,48,33,4300,26,5073,4300
140,48,34,4300,26,4967,4300
144,48,35,4300,27,5823,4300
148,48,36,4300,26,5048,4300
152,48,37,4300,25,4393,4300
156,48,38,4300,24,5483,4300
160,48,39,4300,25,5274,4300
164,48,40,4300,25,3966,4300
168,48,41,4300,26,4506,4300
172,48,42,4300,26,5219,4300
176,48,43,4300,25,4421,4300
180,48,44,4300,25,3805,4300
184,48,45,4300,25,3739,4300
188,48,46,4300,25,3252,4300
192,48,47,4300,25,2885,4300
196,48,48,4300,24,2586,4300
200,48,49,4300,24,1613,4300
204,48,50,4300,23,2979,4300
208,48,51,4300,23,3698,4300
212,48,52,4300,22,3221,4300
216,48,53,4300,23,3588,4300
220,48,54,4300,24,3945,4300
224,48,55,4300,23,3490,4300
228,48,56,4300,23,3999,4300
232,48,57,4300,23,2960,4300
236,48,58,4300,22,3436,4300
240,48,59,4300,21,2850,4300
244,48,60,4300,21,2023,4300
248,48,61,4300,23,3380,4300
252,48,62,4300,22,2493,4300
256,48,63,4300,22,1020,4300
260,48,64,4300,23,1625,4300
264,48,65,4300,23,2231,4300
268,48,66,4300,23,3237,4300
272,48,67,4300,23,1974,4300
276,48,68,4300,24,1363,4300
280,48,69,4300,23,1361,4300
284,48,70,4300,22,2116,4300
288,48,71,4300,23,3142,4300
292,48,72,4300,23,2558,4300
296,48,73,4300,24,1885,4300
300,48,74,4300,25,2677,4300
304,48,75,4300,24,3971,4300
308,48,76,4300,23,5446,4300
312,48,77,4300,23,4257,4300
316,48,78,4300,24,4529,4300
320,48,79,4300,24,3833,4300
324,48,80,4300,24,3158,4300
328,48,81,4300,24,2241,4300
332,48,82,4300,24,2645,4300
336,48,83,4300,23,2929,4300
340,48,84,4300,22,4155,4300
344,48,85,4300,22,3839,4300
348,48,86,4300,23,3199,4300
352,48,87,4300,22,4411,4300
356,48,88,4300,22,5342,4300
360,48,89,4300,21,5078,4300
4,49,0,4300,21,4013,4300
8,49,1,4300,20,4471,4300
12,49,2,235,19,5191,4300
16,49,3,3850,18,3972,235
20,49,4,235,18,3841,3850
24,49,5,3000,17,3222,235
28,49,6,235,17,1863,3000
32,49,7,3000,15,3354,235
36,49,8,3850,16,4592,3000
40,49,9,3850,15,5228,3850
44,49,10,235,15,3763,3850
48,49,11,2350,15,2435,235
52,49,12,235,15,2296,2350
56,49,13,3000,14,3587,235
60,49,14,235,14,2365,3000
64,49,15,2350,15,2555,235
68,49,16,3000,14,3386,2350
72,49,17,3000,13,3097,3000
76,49,18,3850,12,4203,3000
80,49,19,235,13,3281,3850
84,49,20,1750,13,2112,235
88,49,21,235,13,1041,1750
92,49,22,1050,12,1368,235
96,49,23,1750,11,2041,1050
100,49,24,235,10,1468,1750
104,49,25,375,10,509,235
108,49,26,1750,11,1908,375
112,49,27,2350,11,2451,1750
116,49,28,235,11,1271,2350
120,49,29,2350,13,2672,235
124,49,30,3850,13,4147,2350
128,49,31,235,14,2805,3850
132,49,32,3000,15,3536,235
136,49,33,3000,15,3210,3000
140,49,34,3000,15,3778,3000
144,49,35,235,15,2948,3000
148,49,36,3850,15,3946,235
152,49,37,235,15,2551,3850
156,49,38,1750,15,2023,235
160,49,39,235,15,1147,1750
164,49,40,2350,13,2497,235
168,49,41,235,13,1215,2350
172,49,42,750,13,764,235
176,49,43,1750,13,1880,750
180,49,44,235,13,1224,1750
184,49,45,1050,12,1458,235
188,49,46,2350,10,2763,1050
192,49,47,235,10,2027,2350
196,49,48,2350,10,2810,235
200,49,49,3000,9,3811,2350
204,49,50,3850,8,4749,3000
208,49,51,3850,9,5334,3850
212,49,52,3850,8,4322,3850
216,49,53,3850,8,5425,3850
220,49,54,3850,8,4587,3850
224,49,55,235,8,3707,3850
228,49,56,3000,8,3361,235
232,49,57,235,8,2875,3000
236,49,58,2350,8,2871,235
240,49,59,3000,9,3834,2350
244,49,60,3000,9,3516,3000
248,49,61,3000,9,3074,3000
252,49,62,3850,8,3954,3000
256,49,63,3850,9,4738,3850
260,49,64,235,10,3314,3850
264,49,65,3000,10,3721,235
268,49,66,3000,11,3799,3000
272,49,67,235,11,2340,3000
276,49,68,1050,11,1723,235
280,49,69,1750,11,1823,1050
284,49,70,235,11,901,1750
288,49,71,2350,10,2390,235
292,49,72,3000,11,3209,2350
296,49,73,3850,12,4281,3000
300,49,74,235,13,3770,3850
304,49,75,3000,12,3555,235
308,49,76,3000,12,3107,3000
312,49,77,235,12,1700,3000
316,49,78,750,13,1040,235
320,49,79,235,13,200,750
324,49,80,560,11,596,235
328,49,81,235,11,200,560
332,49,82,1050,15,1132,235
336,49,83,2350,15,2497,1050
340,49,84,3000,16,3757,2350
344,49,85,3000,15,3740,3000
348,49,86,3000,15,3047,3000
352,49,87,235,15,2340,3000
356,49,88,1050,15,1188,235
360,49,89,235,15,200,1050
